"","order","plot_id","cluster","pp_id","poss_id","game_date","Home.Team","Away.Team","Period","Clock","Home.Team.Skaters","Away.Team.Skaters","Home.Team.Goals","Away.Team.Goals","Team","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","event_id","o_zone","poss_succ","poss_type","rush","zone_pass","rush_pass","corsi","shot","fenwick","high_danger","goal","recep_dum","d_zone"
"28","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:45",5,4,0,0,"can","Melodie Daoust","Play Reception",115,26,"Direct","","","",10.5,0,1,"Carried",1,0,0,0,0,0,0,0,1,1
"29","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:44",5,4,0,0,"can","Melodie Daoust","Zone Entry",124,25,"Carried","","","",11,1,1,"Carried",1,0,0,0,0,0,0,0,0,1
"30","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:40",5,4,0,0,"can","Melodie Daoust","Play",169,4,"Direct","","","",12,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"31","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:40",5,4,0,0,"can","Laura Fortino","Play Reception",134,9,"Direct","","","",12.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"32","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:38",5,4,0,0,"can","Laura Fortino","Play",133,10,"Direct","","","",13,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"33","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:38",5,4,0,0,"can","Marie-Philip Poulin","Play Reception",134,48,"Direct","","","",13.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"34","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:37",5,4,0,0,"can","Marie-Philip Poulin","Play",134,48,"Direct","","","",14,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"35","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:37",5,4,0,0,"can","Laura Fortino","Play Reception",128,26,"Direct","","","",14.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"36","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:36",5,4,0,0,"can","Laura Fortino","Play",132,33,"Direct","","","",15,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"37","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:36",5,4,0,0,"can","Marie-Philip Poulin","Play Reception",141,69,"Direct","","","",15.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"38","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:34",5,4,0,0,"can","Marie-Philip Poulin","Play",148,78,"Direct","","","",16,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"39","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:34",5,4,0,0,"can","Rebecca Johnston","Play Reception",167,28,"Direct","","","",16.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"40","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:33",5,4,0,0,"can","Rebecca Johnston","Incomplete Play",172,28,"Direct","","","",17,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"41","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:33",5,4,0,0,"can","Melodie Daoust","Incomplete Play Reception",170,46,"Direct","","","",17.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"42","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:32",5,4,0,0,"can","Marie-Philip Poulin","Puck Recovery",169,78,"","","","",18,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"43","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:29",5,4,0,0,"can","Marie-Philip Poulin","Play",188,72,"Direct","","","",19,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"44","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:29",5,4,0,0,"can","Melodie Daoust","Play Reception",170,46,"Direct","","","",19.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"45","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:28",5,4,0,0,"can","Melodie Daoust","Shot",170,46,"Snapshot","Missed","f","t",20,1,1,"Carried",0,0,0,1,0,1,1,0,0,1
"46","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:26",5,4,0,0,"can","Marie-Philip Poulin","Puck Recovery",186,75,"","","","",21,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"47","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:26",5,4,0,0,"can","Marie-Philip Poulin","Incomplete Play",186,75,"Indirect","","","",22,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"48","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:26",5,4,0,0,"can","Haley Irwin","Incomplete Play Reception",195,55,"Indirect","","","",22.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"49","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:23",5,4,0,0,"can","Marie-Philip Poulin","Puck Recovery",184,78,"","","","",23,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"50","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:23",5,4,0,0,"can","Marie-Philip Poulin","Play",184,78,"Indirect","","","",24,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"51","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:23",5,4,0,0,"can","Melodie Daoust","Play Reception",152,82,"Indirect","","","",24.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"52","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:18",5,4,0,0,"can","Melodie Daoust","Play",144,43,"Direct","","","",25,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"53","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:18",5,4,0,0,"can","Laura Fortino","Play Reception",162,73,"Direct","","","",25.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"54","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:17",5,4,0,0,"can","Laura Fortino","Shot",169,68,"Wristshot","On Net","f","f",26,1,1,"Carried",0,0,0,1,1,1,0,0,0,1
"55","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:15",5,4,0,0,"can","Haley Irwin","Puck Recovery",186,47,"","","","",27,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"56","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:15",5,4,0,0,"can","Haley Irwin","Incomplete Play",186,47,"Direct","","","",28,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"57","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:15",5,4,0,0,"can","Melodie Daoust","Incomplete Play Reception",181,48,"Direct","","","",28.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"58","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:12",5,4,0,0,"can","Marie-Philip Poulin","Puck Recovery",128,48,"","","","",31,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"59","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:11",5,4,0,0,"can","Marie-Philip Poulin","Play",131,46,"Direct","","","",32,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"60","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:11",5,4,0,0,"can","Rebecca Johnston","Play Reception",140,20,"Direct","","","",32.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"61","2","20180211canoar_1_900_8","Diagonal","20180211canoar_1_900",8,"2018-02-11","can","oar",1,"8:09",5,4,0,0,"can","Rebecca Johnston","Shot",159,16,"Slapshot","Missed","t","f",33,1,1,"Carried",0,0,0,1,0,1,0,0,0,1
"62","1","20180211canoar_2_006_27","Diagonal","20180211canoar_2_006",27,"2018-02-11","can","oar",3,"19:20",5,4,3,0,"can","Ann-Renee Desbiens","Puck Recovery",2,44,"","","","",27,0,1,"Carried",1,0,0,0,0,0,0,0,0,1
"63","1","20180211canoar_2_006_27","Diagonal","20180211canoar_2_006",27,"2018-02-11","can","oar",3,"19:20",5,4,3,0,"can","Ann-Renee Desbiens","Play",2,44,"Indirect","","","",28,0,1,"Carried",1,0,1,0,0,0,0,0,0,1
"64","1","20180211canoar_2_006_27","Diagonal","20180211canoar_2_006",27,"2018-02-11","can","oar",3,"19:20",5,4,3,0,"can","Brigette Lacquette","Play Reception",2,44,"Indirect","","","",28.5,0,1,"Carried",1,0,0,0,0,0,0,0,1,1
"65","1","20180211canoar_2_006_27","Diagonal","20180211canoar_2_006",27,"2018-02-11","can","oar",3,"19:15",5,4,3,0,"can","Brigette Lacquette","Play",50,48,"Direct","","","",29,0,1,"Carried",1,0,1,0,0,0,0,0,0,1
"66","1","20180211canoar_2_006_27","Diagonal","20180211canoar_2_006",27,"2018-02-11","can","oar",3,"19:15",5,4,3,0,"can","Meghan Agosta","Play Reception",110,6,"Direct","","","",29.5,0,1,"Carried",1,0,0,0,0,0,0,0,1,1
"67","1","20180211canoar_2_006_27","Diagonal","20180211canoar_2_006",27,"2018-02-11","can","oar",3,"19:13",5,4,3,0,"can","Meghan Agosta","Zone Entry",124,6,"Carried","","","",30,1,1,"Carried",1,0,0,0,0,0,0,0,0,1
"68","1","20180211canoar_2_006_27","Diagonal","20180211canoar_2_006",27,"2018-02-11","can","oar",3,"19:09",5,4,3,0,"can","Meghan Agosta","Play",192,18,"Indirect","","","",31,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"69","1","20180211canoar_2_006_27","Diagonal","20180211canoar_2_006",27,"2018-02-11","can","oar",3,"19:09",5,4,3,0,"can","Rebecca Johnston","Play Reception",152,6,"Indirect","","","",31.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"70","1","20180211canoar_2_006_27","Diagonal","20180211canoar_2_006",27,"2018-02-11","can","oar",3,"19:08",5,4,3,0,"can","Rebecca Johnston","Incomplete Play",152,6,"Indirect","","","",32,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"71","1","20180211canoar_2_006_27","Diagonal","20180211canoar_2_006",27,"2018-02-11","can","oar",3,"19:08",5,4,3,0,"can","Meghan Agosta","Incomplete Play Reception",190,17,"Indirect","","","",32.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"72","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:59",5,4,3,0,"can","Meghan Agosta","Puck Recovery",71,51,"","","","",8,0,1,"Carried",1,0,0,0,0,0,0,0,0,1
"73","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:58",5,4,3,0,"can","Meghan Agosta","Play",63,50,"Direct","","","",9,0,1,"Carried",1,0,1,0,0,0,0,0,0,1
"74","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:58",5,4,3,0,"can","Brigette Lacquette","Play Reception",63,21,"Direct","","","",9.5,0,1,"Carried",1,0,0,0,0,0,0,0,1,1
"75","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:55",5,4,3,0,"can","Brigette Lacquette","Play",87,33,"Direct","","","",10,0,1,"Carried",1,0,1,0,0,0,0,0,0,1
"76","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:55",5,4,3,0,"can","Jennifer Wakefield","Play Reception",120,5,"Direct","","","",10.5,0,1,"Carried",1,0,0,0,0,0,0,0,1,1
"77","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:54",5,4,3,0,"can","Jennifer Wakefield","Zone Entry",124,4,"Carried","","","",11,1,1,"Carried",1,0,0,0,0,0,0,0,0,1
"78","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:51",5,4,3,0,"can","Jennifer Wakefield","Play",187,15,"Indirect","","","",12,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"79","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:51",5,4,3,0,"can","Brianne Jenner","Play Reception",197,41,"Indirect","","","",12.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"80","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:48",5,4,3,0,"can","Brianne Jenner","Play",197,25,"Indirect","","","",13,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"81","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:48",5,4,3,0,"can","Brigette Lacquette","Play Reception",133,11,"Indirect","","","",13.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"82","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:45",5,4,3,0,"can","Brigette Lacquette","Play",134,11,"Direct","","","",14,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"83","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:45",5,4,3,0,"can","Brianne Jenner","Play Reception",152,3,"Direct","","","",14.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"84","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:41",5,4,3,0,"can","Brianne Jenner","Play",142,9,"Direct","","","",15,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"85","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:41",5,4,3,0,"can","Jennifer Wakefield","Play Reception",185,20,"Direct","","","",15.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"86","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:40",5,4,3,0,"can","Jennifer Wakefield","Shot",185,23,"Wristshot","On Net","f","f",16,1,1,"Carried",0,0,0,1,1,1,1,0,0,1
"87","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:38",5,4,3,0,"can","Meghan Agosta","Puck Recovery",170,53,"","","","",18,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"88","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:38",5,4,3,0,"can","Meghan Agosta","Shot",170,53,"Snapshot","Blocked","t","f",19,1,1,"Carried",0,0,0,1,0,0,1,0,0,1
"89","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:34",5,4,3,0,"can","Brigette Lacquette","Puck Recovery",132,82,"","","","",21,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"90","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:32",5,4,3,0,"can","Brigette Lacquette","Play",132,66,"Direct","","","",22,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"91","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:32",5,4,3,0,"can","Brianne Jenner","Play Reception",135,18,"Direct","","","",22.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"92","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:29",5,4,3,0,"can","Brianne Jenner","Play",146,4,"Direct","","","",23,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"93","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:29",5,4,3,0,"can","Jennifer Wakefield","Play Reception",165,29,"Direct","","","",23.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"94","4","20180211canoar_2_006_8","Diagonal","20180211canoar_2_006",8,"2018-02-11","can","oar",3,"19:28",5,4,3,0,"can","Jennifer Wakefield","Shot",165,29,"Deflection","On Net","f","t",24,1,1,"Carried",0,0,0,1,1,1,1,0,0,1
"95","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:51",5,4,2,0,"can","Ann-Renee Desbiens","Puck Recovery",41,17,"","","","",22,0,1,"Carried",1,0,0,0,0,0,0,0,0,1
"96","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:51",5,4,2,0,"can","Ann-Renee Desbiens","Play",41,17,"Direct","","","",23,0,1,"Carried",1,0,1,0,0,0,0,0,0,1
"97","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:51",5,4,2,0,"can","Marie-Philip Poulin","Play Reception",82,15,"Direct","","","",23.5,0,1,"Carried",1,0,0,0,0,0,0,0,1,1
"98","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:50",5,4,2,0,"can","Marie-Philip Poulin","Play",96,3,"Direct","","","",24,0,1,"Carried",1,0,1,0,0,0,0,0,0,1
"99","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:50",5,4,2,0,"can","Rebecca Johnston","Play Reception",122,3,"Direct","","","",24.5,0,1,"Carried",1,0,0,0,0,0,0,0,1,1
"100","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:49",5,4,2,0,"can","Rebecca Johnston","Zone Entry",124,3,"Carried","","","",25,1,1,"Carried",1,0,0,0,0,0,0,0,0,1
"101","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:49",5,4,2,0,"can","Rebecca Johnston","Play",139,6,"Direct","","","",26,1,1,"Carried",0,1,0,0,0,0,0,0,0,1
"102","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:49",5,4,2,0,"can","Melodie Daoust","Play Reception",132,30,"Direct","","","",26.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"103","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:46",5,4,2,0,"can","Melodie Daoust","Incomplete Play",147,28,"Direct","","","",27,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"104","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:46",5,4,2,0,"can","Meghan Agosta","Incomplete Play Reception",173,49,"Direct","","","",27.5,1,1,"Carried",0,0,0,0,0,0,0,0,1,1
"105","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:45",5,4,2,0,"can","Meghan Agosta","Puck Recovery",195,52,"","","","",28,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
"106","5","20180211canoar_2_1035_22","Wheel","20180211canoar_2_1035",22,"2018-02-11","can","oar",2,"9:39",5,4,2,0,"can","Natalie Spooner","Puck Recovery",198,61,"","","","",29,1,1,"Carried",0,0,0,0,0,0,0,0,0,1
